Season,Matchday,Opponent,Minute,Player,Outcome,Distance,BodyPart,Notes,SCA1,SCA1Event,SCA2,SCA2Event
2017/18,10,West brom,40,Leroy Sané,Off Target,22,Left Foot,Free kick,Bernardo Silva,Fouled,Fernandinho,Pass (Live)
2017/18,10,West brom,44,Kevin De Bruyne,Off Target,26,Left Foot,,David Silva,Pass (Live),Leroy Sané,Pass (Live)
2017/18,10,West brom,49,Kyle Walker,Off Target,13,Right Foot,,Bernardo Silva,Pass (Live),Fernandinho,Pass (Live)
2017/18,10,West brom,52,Kevin De Bruyne,Blocked,32,Right Foot,Free kick,David Silva,Fouled,Bernardo Silva,Pass (Live)
2017/18,10,West brom,56,Kevin De Bruyne,Off Target,25,Right Foot,,Leroy Sané,Pass (Live),Gabriel Jesus,Pass (Live)
2017/18,10,West brom,64,Raheem Sterling,Goal,5,Left Foot,Open goal,Kyle Walker,Pass (Live),David Silva,Pass (Live)
2017/18,10,West brom,85,Kevin De Bruyne,Off Target,11,Right Foot,,Raheem Sterling,Pass (Live),David Silva,Pass (Live)
2017/18,10,West brom,87,David Silva,Saved,11,Left Foot,,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2017/18,11,Arsenal,2,Sergio Agüero,Off Target,11,Right Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,11,Arsenal,18,Kevin De Bruyne,Saved,20,Right Foot,Half volley,,,,
2017/18,11,Arsenal,19,Kevin De Bruyne,Goal,19,Left Foot,,Fernandinho,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,11,Arsenal,28,Fabian Delph,Blocked,32,Left Foot,,,,,
2017/18,11,Arsenal,50,Sergio Agüero (pen),Goal,12,Right Foot,,Raheem Sterling,Fouled,Fernandinho,Pass (Live)
2017/18,11,Arsenal,68,Leroy Sané,Blocked,12,Left Foot,Volley,Raheem Sterling,Pass (Live),David Silva,Pass (Live)
2017/18,11,Arsenal,68,Gabriel Jesus,Saved,6,Right Foot,,,,,
2017/18,11,Arsenal,69,John Stones,Off Target,9,Head,,Kevin De Bruyne,Pass (Dead),David Silva,Pass (Live)
2017/18,11,Arsenal,74,Gabriel Jesus,Goal,5,Right Foot,,David Silva,Pass (Live),Fernandinho,Pass (Live)
2017/18,12,Leicester,21,David Silva,Saved,13,Left Foot,,Leroy Sané,Pass (Live),Fabian Delph,Pass (Live)
2017/18,12,Leicester,21,Fabian Delph,Off Target,24,Left Foot,Volley,,,,
2017/18,12,Leicester,40,Raheem Sterling,Off Target,25,Left Foot,Half volley,,,,
2017/18,12,Leicester,41,David Silva,Off Target,20,Left Foot,,Raheem Sterling,Pass (Live),Fabian Delph,Pass (Live)
2017/18,12,Leicester,43,Eliaquim Mangala,Off Target,11,Left Foot,Half volley,Vincent Kompany,Pass (Live),Leroy Sané,Pass (Live)
2017/18,12,Leicester,45,Gabriel Jesus,Goal,6,Right Foot,Open goal,David Silva,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,12,Leicester,49,Kevin De Bruyne,Goal,24,Left Foot,,Leroy Sané,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,12,Leicester,50,Gabriel Jesus,Saved,5,Right Foot,Volley,Kyle Walker,Pass (Live),David Silva,Pass (Live)
2017/18,12,Leicester,50,Gabriel Jesus,Saved,4,Right Foot,,Gabriel Jesus,Shot,,
2017/18,12,Leicester,52,David Silva,Off Target,10,Left Foot,,Leroy Sané,Pass (Live),Gabriel Jesus,Pass (Live)
2017/18,12,Leicester,55,Kevin De Bruyne,Off Target,32,Right Foot,,Kyle Walker,Pass (Live),Fabian Delph,Pass (Live)
2017/18,12,Leicester,64,David Silva,Blocked,14,Left Foot,,Raheem Sterling,Pass (Live),Leroy Sané,Pass (Live)
2017/18,12,Leicester,89,David Silva,Blocked,20,Left Foot,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
2017/18,13,Huddersfield Town,7,Vincent Kompany,Off Target,10,Head,,Kevin De Bruyne,Pass (Dead),,
2017/18,13,Huddersfield Town,16,Fernandinho,Blocked,33,Right Foot,,,,,
2017/18,13,Huddersfield Town,19,Vincent Kompany,Blocked,13,Head,,Kevin De Bruyne,Pass (Dead),,
2017/18,13,Huddersfield Town,24,Sergio Agüero,Off Target,17,Right Foot,Volley,,,,
2017/18,13,Huddersfield Town,37,Nicolás Otamendi,Off Target,24,Right Foot,,Sergio Agüero,Pass (Live),Nicolás Otamendi,Pass (Live)
2017/18,13,Huddersfield Town,38,Sergio Agüero,Saved,15,Left Foot,Half volley,David Silva,Pass (Live),Nicolás Otamendi,Pass (Live)
2017/18,13,Huddersfield Town,38,Raheem Sterling,Off Target,7,Right Foot,Half volley,Sergio Agüero,Shot,,
2017/18,13,Huddersfield Town,43,Fernandinho,Off Target,13,Right Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
2017/18,13,Huddersfield Town,46,Raheem Sterling,Saved,9,Right Foot,Half volley,Fernandinho,Pass (Live),David Silva,Pass (Live)
2017/18,13,Huddersfield Town,47,Sergio Agüero (pen),Goal,12,Right Foot,,Raheem Sterling,Fouled,Kyle Walker,Pass (Live)
2017/18,13,Huddersfield Town,52,Sergio Agüero,Saved,12,Right Foot,,Fernandinho,Pass (Live),David Silva,Pass (Live)
2017/18,13,Huddersfield Town,55,David Silva,Off Target,24,Left Foot,,Kyle Walker,Pass (Live),David Silva,Pass (Live)
2017/18,13,Huddersfield Town,57,Leroy Sané,Woodwork,26,Left Foot,Free kick,David Silva,Fouled,Sergio Agüero,Pass (Live)
2017/18,13,Huddersfield Town,84,Gabriel Jesus,Saved,6,Right Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,13,Huddersfield Town,84,Raheem Sterling,Goal,7,Other,Volley,Gabriel Jesus,Shot,,
2017/18,14,Southampton,3,Fabian Delph,Saved,28,Left Foot,,Gabriel Jesus,Pass (Live),,
2017/18,14,Southampton,13,Fernandinho,Off Target,39,Right Foot,,Fabian Delph,Pass (Live),,
2017/18,14,Southampton,14,Raheem Sterling,Saved,23,Right Foot,,Kevin De Bruyne,Pass (Live),,
2017/18,14,Southampton,15,Gabriel Jesus,Saved,22,Right Foot,,Raheem Sterling,Shot,,
2017/18,14,Southampton,20,Fernandinho,Saved,17,Right Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,14,Southampton,20,Nicolás Otamendi,Off Target,5,Head,,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2017/18,14,Southampton,23,Nicolás Otamendi,Blocked,42,Right Foot,,Fabian Delph,Pass (Live),Nicolás Otamendi,Pass (Live)
2017/18,14,Southampton,24,Gabriel Jesus,Saved,13,Right Foot,,Sergio Agüero,Pass (Live),,
2017/18,14,Southampton,24,İlkay Gündoğan,Off Target,9,Right Foot,Half volley,Gabriel Jesus,Shot,,
2017/18,14,Southampton,40,Fernandinho,Blocked,23,Right Foot,,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2017/18,14,Southampton,40,Kevin De Bruyne,Saved,35,Right Foot,,Fabian Delph,Pass (Live),Fernandinho,Pass (Live)
2017/18,14,Southampton,43,Kevin De Bruyne,Blocked,34,Right Foot,,Nicolás Otamendi,Pass (Live),Vincent Kompany,Pass (Live)
2017/18,14,Southampton,44,Nicolás Otamendi,Saved,11,Head,Deflected,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Shot
2017/18,14,Southampton,48,Gabriel Jesus,Off Target,12,Right Foot,,Gabriel Jesus,Dribble,İlkay Gündoğan,Pass (Live)
2017/18,14,Southampton,54,İlkay Gündoğan,Off Target,23,Left Foot,,Kevin De Bruyne,Pass (Live),Fabian Delph,Pass (Live)
2017/18,14,Southampton,56,Gabriel Jesus,Saved,11,Right Foot,,Sergio Agüero,Pass (Live),,
2017/18,14,Southampton,56,Kevin De Bruyne,Saved,32,Right Foot,,Sergio Agüero,Pass (Live),Gabriel Jesus,Shot
2017/18,14,Southampton,57,Kyle Walker,Blocked,31,Right Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,14,Southampton,60,İlkay Gündoğan,Blocked,24,Right Foot,,Kevin De Bruyne,Pass (Dead),Kyle Walker,Fouled
2017/18,14,Southampton,60,Sergio Agüero,Blocked,17,Right Foot,,,,,
2017/18,14,Southampton,62,Sergio Agüero,Off Target,7,Head,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Fouled
2017/18,14,Southampton,68,Fernandinho,Saved,26,Right Foot,,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2017/18,14,Southampton,71,Kevin De Bruyne,Blocked,22,Right Foot,,Fernandinho,Pass (Live),Fabian Delph,Pass (Live)
2017/18,14,Southampton,81,Kyle Walker,Off Target,29,Right Foot,Volley,,,,
2017/18,14,Southampton,90,Sergio Agüero,Blocked,14,Right Foot,,Nicolás Otamendi,Pass (Live),David Silva,Pass (Live)
2017/18,14,Southampton,90+6,Raheem Sterling,Goal,20,Right Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,15,West Ham,3,Fabian Delph,Blocked,34,Left Foot,,Kyle Walker,Pass (Dead),,
2017/18,15,West Ham,5,Eliaquim Mangala,Off Target,6,Left Foot,Volley,David Silva,Pass (Dead),Kevin De Bruyne,Pass (Live)
2017/18,15,West Ham,19,Nicolás Otamendi,Blocked,38,Right Foot,,David Silva,Pass (Live),Fabian Delph,Pass (Live)
2017/18,15,West Ham,25,David Silva,Saved,24,Left Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,15,West Ham,27,Raheem Sterling,Off Target,20,Left Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,15,West Ham,37,Leroy Sané,Blocked,23,Left Foot,,David Silva,Pass (Live),Danilo,Pass (Live)
2017/18,15,West Ham,38,Kyle Walker,Off Target,35,Right Foot,,Fabian Delph,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,15,West Ham,53,Raheem Sterling,Blocked,8,Left Foot,,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2017/18,15,West Ham,55,Raheem Sterling,Blocked,18,Left Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,15,West Ham,56,Kevin De Bruyne,Saved,21,Right Foot,Free kick,Fabian Delph,Fouled,Fabian Delph,Dribble
2017/18,15,West Ham,57,Nicolás Otamendi,Goal,3,Right Foot,,Gabriel Jesus,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,15,West Ham,61,Leroy Sané,Saved,21,Right Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,15,West Ham,62,Gabriel Jesus,Blocked,6,Right Foot,Volley,Kyle Walker,Pass (Live),Gabriel Jesus,Pass (Live)
2017/18,15,West Ham,63,Kevin De Bruyne,Off Target,31,Right Foot,,Leroy Sané,Pass (Live),David Silva,Pass (Live)
2017/18,15,West Ham,64,Leroy Sané,Blocked,23,Left Foot,,Kevin De Bruyne,Pass (Live),David Silva,Pass (Live)
2017/18,15,West Ham,66,David Silva,Off Target,25,Left Foot,,Sergio Agüero,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,15,West Ham,67,Leroy Sané,Saved,11,Left Foot,,Kyle Walker,Pass (Live),David Silva,Pass (Live)
2017/18,15,West Ham,68,Leroy Sané,Off Target,25,Right Foot,,,,,
2017/18,15,West Ham,70,Kevin De Bruyne,Saved,30,Right Foot,,Leroy Sané,Pass (Live),Fabian Delph,Pass (Live)
2017/18,15,West Ham,71,Gabriel Jesus,Saved,17,Right Foot,,Fabian Delph,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,15,West Ham,71,Raheem Sterling,Wayward,7,Right Foot,Half volley,Gabriel Jesus,Shot,,
2017/18,15,West Ham,77,David Silva,Blocked,16,Left Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
2017/18,15,West Ham,77,Gabriel Jesus,Blocked,7,Right Foot,,David Silva,Shot,,
2017/18,15,West Ham,79,Sergio Agüero,Blocked,21,Right Foot,,,,,
2017/18,15,West Ham,81,Sergio Agüero,Blocked,9,Right Foot,Half volley,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,15,West Ham,83,David Silva,Goal,5,Left Foot,Volley,Kevin De Bruyne,Pass (Live),Fabian Delph,Pass (Live
2017/18,17,Man Utd,12,Fernandinho,Blocked,24,Right Foot,,Leroy Sané,Pass (Live),Fernandinho,Pass (Live)
2017/18,17,Man Utd,16,Raheem Sterling,Saved,13,Left Foot,,,,,
2017/18,17,Man Utd,17,Gabriel Jesus,Saved,15,Left Foot,,Gabriel Jesus,Dribble,Fernandinho,Pass (Live)
2017/18,17,Man Utd,21,David Silva,Blocked,13,Left Foot,Half volley,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2017/18,17,Man Utd,24,Fernandinho,Off Target,29,Right Foot,,Raheem Sterling,Pass (Live),Gabriel Jesus,Pass (Live)
2017/18,17,Man Utd,30,Raheem Sterling,Blocked,14,Left Foot,Half volley,Fernandinho,Pass (Live),Gabriel Jesus,Pass (Live)
2017/18,17,Man Utd,30,Nicolás Otamendi,Off Target,30,Right Foot,,Vincent Kompany,Pass (Live),Kyle Walker,Pass (Live)
2017/18,17,Man Utd,42,Raheem Sterling,Blocked,23,Right Foot,,Kevin De Bruyne,Pass (Live),Leroy Sané,Pass (Live)
2017/18,17,Man Utd,42,Leroy Sané,Saved,9,Right Foot,,Fabian Delph,Pass (Live),Gabriel Jesus,Pass (Live)
2017/18,17,Man Utd,43,Nicolás Otamendi,Wayward,9,Head,,,,,
2017/18,17,Man Utd,43,David Silva,Goal,3,Left Foot,Half volley,Nicolás Otamendi,Shot,,
2017/18,17,Man Utd,52,Leroy Sané,Off Target,23,Left Foot,,Leroy Sané,Dribble,Raheem Sterling,Pass (Live)
2017/18,17,Man Utd,54,Nicolás Otamendi,Goal,5,Right Foot,Volley,,,,
2017/18,17,Man Utd,68,Kevin De Bruyne,Blocked,27,Right Foot,,,,,
2017/18,17,Man Utd,70,Kevin De Bruyne,Saved,22,Left Foot,,Leroy Sané,Pass (Live),Fernandinho,Pass (Live)
2017/18,17,Man Utd,90+4,Bernardo Silva,Saved,6,Left Foot,,Kevin De Bruyne,Pass (Live),Nicolás Otamendi,Pass (Live)
2017/18,18,Swansea,5,Sergio Agüero,Off Target,12,Right Foot,,Ederson,Pass (Dead),Danilo,Fouled
2017/18,18,Swansea,7,Fernandinho,Saved,19,Right Foot,Volley,,,,
2017/18,18,Swansea,14,Kevin De Bruyne,Off Target,12,Right Foot,Volley,Fabian Delph,Pass (Live),David Silva,Pass (Live)
2017/18,18,Swansea,16,Sergio Agüero,Off Target,6,Head,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,18,Swansea,18,Nicolás Otamendi,Wayward,10,Other,,Kevin De Bruyne,Pass (Dead),,
2017/18,18,Swansea,22,Sergio Agüero,Off Target,10,Head,,Bernardo Silva,Pass (Live),Nicolás Otamendi,Pass (Live)
2017/18,18,Swansea,25,Nicolás Otamendi,Off Target,7,Right Foot,Volley,Kevin De Bruyne,Pass (Live),David Silva,Pass (Live)
2017/18,18,Swansea,27,David Silva,Goal,7,Left Foot,Back heel,Bernardo Silva,Pass (Live),,
2017/18,18,Swansea,29,Sergio Agüero,Saved,15,Right Foot,,Nicolás Otamendi,Pass (Live),Raheem Sterling,Pass (Live)
2017/18,18,Swansea,34,Kevin De Bruyne,Goal,26,Right Foot,Free kick,Raheem Sterling,Fouled,Raheem Sterling,Pass (Live)
2017/18,18,Swansea,37,Danilo,Saved,32,Left Foot,,,,,
2017/18,18,Swansea,39,Raheem Sterling,Blocked,13,Right Foot,,Bernardo Silva,Pass (Live),Fernandinho,Pass (Live)
2017/18,18,Swansea,46,David Silva,Off Target,8,Left Foot,,Sergio Agüero,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,18,Swansea,51,Sergio Agüero,Saved,7,Left Foot,,Bernardo Silva,Pass (Live),Sergio Agüero,Pass (Live)
2017/18,18,Swansea,52,David Silva,Goal,3,Left Foot,,Raheem Sterling,Pass (Live),David Silva,Pass (Live)
2017/18,18,Swansea,61,Sergio Agüero,Off Target,11,Right Foot,,Kevin De Bruyne,Pass (Live),Danilo,Pass (Live)
2017/18,18,Swansea,70,Kevin De Bruyne,Saved,29,Right Foot,Free kick,Sergio Agüero,Fouled,Yaya Touré,Pass (Live)
2017/18,18,Swansea,73,Raheem Sterling,Off Target,11,Right Foot,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Fouled
2017/18,18,Swansea,82,Raheem Sterling,Blocked,18,Right Foot,,Bernardo Silva,Pass (Live),,
2017/18,18,Swansea,83,Oleksandr Zinchenko,Off Target,24,Left Foot,,Raheem Sterling,Shot,,
2017/18,18,Swansea,85,Sergio Agüero,Goal,10,Right Foot,,Yaya Touré,Pass (Live),Danilo,Pass (Live)
2017/18,18,Swansea,87,Bernardo Silva,Saved,19,Left Foot,,İlkay Gündoğan,Pass (Live),David Silva,Pass (Live)
2017/18,18,Swansea,90,Sergio Agüero,Off Target,22,Right Foot,,Oleksandr Zinchenko,Pass (Live),Sergio Agüero,Pass (Live)
2017/18,19,Tottenham,10,Sergio Agüero,Off Target,7,Head,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Fouled
2017/18,19,Tottenham,11,Raheem Sterling,Blocked,19,Right Foot,,Fernandinho,Pass (Live),Fabian Delph,Pass (Live)
2017/18,19,Tottenham,14,İlkay Gündoğan,Goal,8,Head,,Leroy Sané,Pass (Dead),,
2017/18,19,Tottenham,24,Sergio Agüero,Saved,15,Left Foot,,Kevin De Bruyne,Pass (Live),Leroy Sané,Pass (Live)
2017/18,19,Tottenham,24,Raheem Sterling,Off Target,15,Left Foot,,Sergio Agüero,Shot,,
2017/18,19,Tottenham,25,Kevin De Bruyne,Saved,25,Left Foot,,,,,
2017/18,19,Tottenham,27,İlkay Gündoğan,Saved,17,Right Foot,,Leroy Sané,Pass (Live),Sergio Agüero,Pass (Live)
2017/18,19,Tottenham,29,Sergio Agüero,Blocked,16,Right Foot,Half volley,Leroy Sané,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,19,Tottenham,33,Sergio Agüero,Off Target,21,Left Foot,,Raheem Sterling,Pass (Live),Kyle Walker,Pass (Live)
2017/18,19,Tottenham,44,Sergio Agüero,Blocked,13,Left Foot,,Kevin De Bruyne,Pass (Live),Ederson,Pass (Live)
2017/18,19,Tottenham,45+1,İlkay Gündoğan,Saved,27,Right Foot,,,,,
2017/18,19,Tottenham,47,Eliaquim Mangala,Wayward,12,Head,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Pass (Live)
2017/18,19,Tottenham,59,Leroy Sané,Off Target,15,Left Foot,,Raheem Sterling,Pass (Live),Ederson,Pass (Dead)
2017/18,19,Tottenham,67,Leroy Sané,Saved,15,Right Foot,,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2017/18,19,Tottenham,70,Kevin De Bruyne,Goal,12,Left Foot,,İlkay Gündoğan,Pass (Live),Gabriel Jesus,Pass (Live)
2017/18,19,Tottenham,75,Gabriel Jesus (pen),Woodwork,12,Right Foot,,Kevin De Bruyne,Fouled,İlkay Gündoğan,Pass (Live)
2017/18,19,Tottenham,75,Raheem Sterling,Off Target,12,Left Foot,,Gabriel Jesus,Shot,,
2017/18,19,Tottenham,80,Raheem Sterling,Goal,5,Right Foot,Open goal,Leroy Sané,Pass (Live),İlkay Gündoğan,Pass (Live)
2017/18,19,Tottenham,86,Bernardo Silva,Saved,12,Left Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2017/18,19,Tottenham,88,Raheem Sterling,Saved,19,Left Foot,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
2017/18,19,Tottenham,90,Raheem Sterling,Goal,7,Right Foot,Open goal,Raheem Sterling,Dribble,Bernardo Silva,Pass (Live)
2019/20,1,West ham,9,Riyad Mahrez,Saved,26,Left Foot,,Kyle Walker,Pass (Live),John Stones,Pass (Live)
2019/20,1,West ham,15,David Silva,Off Target,20,Left Foot,,Riyad Mahrez,Pass (Live),David Silva,Pass (Live)
2019/20,1,West ham,19,Riyad Mahrez,Blocked,16,Right Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,1,West ham,21,Riyad Mahrez,Off Target,11,Left Foot,,Riyad Mahrez,Dribble,Kevin De Bruyne,Pass (Live)
2019/20,1,West ham,25,Gabriel Jesus,Goal,5,Left Foot,Half volley,Kyle Walker,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,1,West ham,28,David Silva,Off Target,8,Left Foot,Volley,Kevin De Bruyne,Pass (Live),Kyle Walker,Pass (Live)
2019/20,1,West ham,38,Kevin De Bruyne,Saved,18,Right Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,1,West ham,45+1,Gabriel Jesus,Saved,19,Right Foot,Half volley,,,,
2019/20,1,West ham,50,Raheem Sterling,Saved,11,Head,,Oleksandr Zinchenko,Pass (Live),David Silva,Pass (Live)
2019/20,1,West ham,51,Raheem Sterling,Goal,13,Left Foot,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,1,West ham,57,Oleksandr Zinchenko,Off Target,23,Left Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,1,West ham,75,Raheem Sterling,Goal,8,Right Foot,Lob,Riyad Mahrez,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,1,West ham,86,Sergio Agüero (pen),Goal,12,Right Foot,,Riyad Mahrez,Fouled,,
2019/20,1,West ham,90+2,Raheem Sterling,Goal,13,Right Foot,,Riyad Mahrez,Pass (Live),,
2019/20,2,Tottenham,7,Raheem Sterling,Blocked,12,Right Foot,,Kyle Walker,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,2,Tottenham,8,Bernardo Silva,Blocked,14,Left Foot,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Shot
2019/20,2,Tottenham,8,Kevin De Bruyne,Saved,19,Left Foot,,Rodri,Pass (Live),,
2019/20,2,Tottenham,9,Raheem Sterling,Blocked,19,Left Foot,Half volley,Oleksandr Zinchenko,Pass (Live),Aymeric Laporte,Pass (Live)
