Season,Matchday,Opponent,Minute,Player,Outcome,Distance,BodyPart,Notes,SCA1,SCA1Event,SCA2,SCA2Event
2019/20,10,Aston Villa,46,Raheem Sterling,Goal,11,Left Foot,,Gabriel Jesus,Pass (Live),Ederson,Pass (Live)
2019/20,10,Aston Villa,49,Gabriel Jesus,Saved,13,Left Foot,,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,10,Aston Villa,53,Benjamin Mendy,Blocked,12,Left Foot,,Benjamin Mendy,Dribble,David Silva,Pass (Live)
2019/20,10,Aston Villa,55,Gabriel Jesus,Saved,15,Right Foot,,Raheem Sterling,Pass (Live),,
2019/20,10,Aston Villa,60,Kevin De Bruyne,Off Target,21,Left Foot,,Gabriel Jesus,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,10,Aston Villa,65,David Silva,Goal,10,Right Foot,,Kevin De Bruyne,Pass (Live),Benjamin Mendy,Pass (Live)
2019/20,10,Aston Villa,70,Fernandinho,Saved,9,Right Foot,,Kevin De Bruyne,Pass (Dead),,
2019/20,10,Aston Villa,70,Bernardo Silva,Wayward,3,Left Foot,Open goal,Fernandinho,Shot,,
2019/20,10,Aston Villa,70,İlkay Gündoğan,Goal,14,Right Foot,Half volley,,,,
2019/20,10,Aston Villa,82,Bernardo Silva,Blocked,14,Left Foot,,Phil Foden,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,10,Aston Villa,83,Phil Foden,Saved,21,Left Foot,,Bernardo Silva,Pass (Live),João Cancelo,Pass (Live)
2019/20,10,Aston Villa,86,David Silva,Blocked,17,Left Foot,,David Silva,Dribble,Bernardo Silva,Pass (Live)
2019/20,10,Aston Villa,87,Phil Foden,Saved,16,Left Foot,,Gabriel Jesus,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,10,Aston Villa,87,Fernandinho,Blocked,8,Right Foot,Half volley,Phil Foden,Pass (Dead),Phil Foden,Shot
2019/20,10,Aston Villa,90+2,Gabriel Jesus,Woodwork,23,Right Foot,Lob,Phil Foden,Pass (Live),,
2019/20,11,Southampton,2,Sergio Agüero,Off Target,11,Head,,Angeliño,Pass (Live),Fernandinho,Pass (Live)
2019/20,11,Southampton,5,İlkay Gündoğan,Off Target,22,Left Foot,Volley,,,,
2019/20,11,Southampton,11,Kevin De Bruyne,Blocked,17,Right Foot,,,,,
2019/20,11,Southampton,19,Kevin De Bruyne,Blocked,27,Right Foot,Free kick,Bernardo Silva,Fouled,,
2019/20,11,Southampton,22,İlkay Gündoğan,Blocked,22,Right Foot,,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,11,Southampton,24,David Silva,Blocked,24,Left Foot,,İlkay Gündoğan,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,25,İlkay Gündoğan,Blocked,17,Right Foot,,,,,
2019/20,11,Southampton,26,Kevin De Bruyne,Blocked,18,Left Foot,,,,,
2019/20,11,Southampton,27,David Silva,Blocked,12,Left Foot,Volley,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,11,Southampton,29,David Silva,Blocked,8,Head,,Kevin De Bruyne,Pass (Dead),David Silva,Pass (Live)
2019/20,11,Southampton,29,İlkay Gündoğan,Blocked,25,Right Foot,,David Silva,Shot,,
2019/20,11,Southampton,36,Sergio Agüero,Blocked,15,Right Foot,Half volley,Raheem Sterling,Pass (Live),,
2019/20,11,Southampton,39,John Stones,Off Target,6,Head,,İlkay Gündoğan,Pass (Live),Kevin De Bruyne,Pass (Dead)
2019/20,11,Southampton,45+1,David Silva,Blocked,8,Left Foot,Volley,,,,
2019/20,11,Southampton,57,Sergio Agüero,Blocked,25,Right Foot,,Sergio Agüero,Dribble,Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,65,İlkay Gündoğan,Blocked,20,Left Foot,,,,,
2019/20,11,Southampton,65,Raheem Sterling,Wayward,14,Right Foot,,Gabriel Jesus,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,67,Sergio Agüero,Off Target,7,Head,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,70,Sergio Agüero,Goal,9,Right Foot,,Kyle Walker,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,78,Bernardo Silva,Saved,14,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2019/20,11,Southampton,80,Kevin De Bruyne,Off Target,17,Right Foot,,İlkay Gündoğan,Pass (Live),Bernardo Silva,Pass (Dead)
2019/20,11,Southampton,83,Sergio Agüero,Blocked,10,Right Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,11,Southampton,83,Sergio Agüero,Blocked,6,Right Foot,,,,,
2019/20,11,Southampton,83,İlkay Gündoğan,Blocked,21,Left Foot,,,,,
2019/20,11,Southampton,86,Kyle Walker,Goal,9,Left Foot,Half volley,Phil Foden,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,11,Southampton,90+1,Gabriel Jesus,Saved,9,Right Foot,,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live
2019/20,12,Liverpool,2,Kyle Walker,Blocked,22,Right Foot,,,,,
2019/20,12,Liverpool,5,John Stones,Wayward,5,Head,,Kevin De Bruyne,Pass (Dead),,
2019/20,12,Liverpool,9,Raheem Sterling,Off Target,8,Head,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Fouled
2019/20,12,Liverpool,24,İlkay Gündoğan,Wayward,21,Left Foot,Volley,,,,
2019/20,12,Liverpool,25,Sergio Agüero,Saved,16,Right Foot,,Sergio Agüero,Dribble,Angeliño,Pass (Live)
2019/20,12,Liverpool,29,Angeliño,Blocked,11,Left Foot,,Angeliño,Dribble,Kevin De Bruyne,Pass (Live)
2019/20,12,Liverpool,39,Kyle Walker,Off Target,29,Right Foot,,İlkay Gündoğan,Pass (Live),Rodri,Pass (Live)
2019/20,12,Liverpool,42,Sergio Agüero,Off Target,17,Left Foot,,Kevin De Bruyne,Pass (Live),Fernandinho,Pass (Live)
2019/20,12,Liverpool,45+2,Sergio Agüero,Saved,17,Right Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2019/20,12,Liverpool,48,Kevin De Bruyne,Blocked,19,Right Foot,,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Dead)
2019/20,12,Liverpool,48,İlkay Gündoğan,Blocked,22,Right Foot,,Kevin De Bruyne,Shot,,
2019/20,12,Liverpool,53,Raheem Sterling,Blocked,17,Right Foot,,Raheem Sterling,Dribble,Raheem Sterling,Dribble
2019/20,12,Liverpool,59,Kevin De Bruyne,Blocked,22,Right Foot,,İlkay Gündoğan,Pass (Live),Rodri,Pass (Live)
2019/20,12,Liverpool,77,Raheem Sterling,Blocked,17,Left Foot,,İlkay Gündoğan,Pass (Live),Angeliño,Pass (Live)
2019/20,12,Liverpool,78,Kyle Walker,Blocked,21,Right Foot,Half volley,Raheem Sterling,Shot,,
2019/20,12,Liverpool,78,Bernardo Silva,Goal,16,Left Foot,,Raheem Sterling,Pass (Live),,
2019/20,12,Liverpool,83,Raheem Sterling,Blocked,21,Right Foot,,Angeliño,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,12,Liverpool,86,Kyle Walker,Off Target,3,Head,Open goal,Angeliño,Pass (Live),Rodri,Pass (Live)
2019/20,13,Chelsea,4,Kevin De Bruyne,Off Target,11,Right Foot,,Sergio Agüero,Pass (Live),Fernandinho,Pass (Live)
2019/20,13,Chelsea,12,Riyad Mahrez,Blocked,18,Left Foot,,,,,
2019/20,13,Chelsea,24,John Stones,Off Target,13,Head,,Kevin De Bruyne,Pass (Dead),,
2019/20,13,Chelsea,29,Kevin De Bruyne,Goal,18,Left Foot,Deflected,Kevin De Bruyne,Dribble,,
2019/20,13,Chelsea,33,Sergio Agüero,Blocked,12,Right Foot,,Kevin De Bruyne,Pass (Live),John Stones,Pass (Live)
2019/20,13,Chelsea,36,Kevin De Bruyne,Off Target,21,Left Foot,,Riyad Mahrez,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,13,Chelsea,37,Riyad Mahrez,Goal,19,Left Foot,,Riyad Mahrez,Dribble,Rodri,Pass (Live)
2019/20,13,Chelsea,43,Sergio Agüero,Woodwork,20,Right Foot,,,,,
2019/20,13,Chelsea,44,João Cancelo,Off Target,22,Right Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,13,Chelsea,49,Riyad Mahrez,Off Target,21,Left Foot,,David Silva,Pass (Live),John Stones,Pass (Live)
2019/20,13,Chelsea,57,Riyad Mahrez,Blocked,24,Left Foot,,İlkay Gündoğan,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,13,Chelsea,65,Fernandinho,Blocked,5,Right Foot,Volley,Sergio Agüero,Pass (Live),,
2019/20,13,Chelsea,65,Riyad Mahrez,Saved,12,Right Foot,,Fernandinho,Shot,,
2019/20,13,Chelsea,72,Phil Foden,Saved,22,Left Foot,,,,,
2019/20,13,Chelsea,77,Phil Foden,Off Target,21,Left Foot,,Raheem Sterling,Fouled,,
2019/20,14,Newcastle,14,John Stones,Off Target,9,Head,,Kevin De Bruyne,Pass (Dead),Kyle Walker,Pass (Live)
2019/20,14,Newcastle,18,Raheem Sterling,Blocked,17,Right Foot,,,,,
2019/20,14,Newcastle,18,Fernandinho,Off Target,10,Head,,Kevin De Bruyne,Pass (Dead),Raheem Sterling,Shot
2019/20,14,Newcastle,22,Raheem Sterling,Goal,13,Right Foot,,David Silva,Pass (Live),,
2019/20,14,Newcastle,31,David Silva,Blocked,21,Left Foot,,,,,
2019/20,14,Newcastle,33,Raheem Sterling,Saved,20,Right Foot,,Benjamin Mendy,Pass (Live),David Silva,Pass (Live)
2019/20,14,Newcastle,35,Gabriel Jesus,Saved,11,Right Foot,Volley,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,14,Newcastle,40,Kyle Walker,Blocked,27,Right Foot,,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,14,Newcastle,45+2,Kevin De Bruyne,Blocked,20,Right Foot,,Raheem Sterling,Pass (Live),David Silva,Pass (Live)
2019/20,14,Newcastle,51,Gabriel Jesus,Blocked,6,Left Foot,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,14,Newcastle,52,Benjamin Mendy,Blocked,28,Left Foot,,Kyle Walker,Pass (Live),Fernandinho,Pass (Live)
2019/20,14,Newcastle,55,Kevin De Bruyne,Off Target,26,Right Foot,,David Silva,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,14,Newcastle,58,Gabriel Jesus,Off Target,2,Head,,David Silva,Pass (Live),,
2019/20,14,Newcastle,65,Gabriel Jesus,Blocked,12,Left Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,14,Newcastle,68,Gabriel Jesus,Saved,8,Left Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,14,Newcastle,68,Kevin De Bruyne,Saved,10,Left Foot,,Gabriel Jesus,Shot,,
2019/20,14,Newcastle,68,David Silva,Off Target,8,Head,,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Shot
2019/20,14,Newcastle,72,İlkay Gündoğan,Blocked,23,Right Foot,,Gabriel Jesus,Pass (Live),Benjamin Mendy,Pass (Live)
2019/20,14,Newcastle,72,Bernardo Silva,Off Target,15,Left Foot,,İlkay Gündoğan,Pass (Live),İlkay Gündoğan,Shot
2019/20,14,Newcastle,77,Kevin De Bruyne,Blocked,24,Left Foot,,Phil Foden,Pass (Live),Kyle Walker,Pass (Live)
2019/20,14,Newcastle,79,Kevin De Bruyne,Off Target,25,Left Foot,,İlkay Gündoğan,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,14,Newcastle,82,Kevin De Bruyne,Goal,23,Right Foot,Half volley,,,,
2019/20,14,Newcastle,86,Fernandinho,Off Target,17,Left Foot,Volley,,,,
2019/20,14,Newcastle,90+2,Raheem Sterling,Saved,5,Right Foot,Volley,Kevin De Bruyne,Pass (Live),Phil Foden,Pass (Live)
2019/20,15,Burnley,6,Angeliño,Wayward,23,Left Foot,Volley,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Pass (Live)
2019/20,15,Burnley,10,Bernardo Silva,Blocked,19,Left Foot,,David Silva,Pass (Live),Rodri,Pass (Live)
2019/20,15,Burnley,12,Kevin De Bruyne,Saved,25,Left Foot,,Kevin De Bruyne,Fouled,David Silva,Pass (Live)
2019/20,15,Burnley,18,Raheem Sterling,Blocked,13,Right Foot,,Raheem Sterling,Dribble,Angeliño,Pass (Live)
2019/20,15,Burnley,24,Gabriel Jesus,Goal,18,Right Foot,,David Silva,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,15,Burnley,32,Raheem Sterling,Saved,4,Right Foot,,Kevin De Bruyne,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,15,Burnley,36,Kevin De Bruyne,Saved,24,Left Foot,Deflected,David Silva,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,15,Burnley,43,Bernardo Silva,Saved,12,Left Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,15,Burnley,50,Gabriel Jesus,Goal,7,Right Foot,Volley,Bernardo Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,15,Burnley,53,Gabriel Jesus,Off Target,7,Right Foot,,Angeliño,Pass (Live),Rodri,Pass (Live)
2019/20,15,Burnley,57,Kyle Walker,Blocked,24,Right Foot,,Bernardo Silva,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,15,Burnley,58,Kevin De Bruyne,Off Target,25,Right Foot,,Angeliño,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,15,Burnley,66,Raheem Sterling,Blocked,12,Right Foot,,Kevin De Bruyne,Pass (Live),Angeliño,Pass (Live)
2019/20,15,Burnley,68,David Silva,Blocked,16,Left Foot,,,,,
2019/20,15,Burnley,68,Rodri,Goal,21,Right Foot,Half volley,David Silva,Shot,,
2019/20,15,Burnley,85,Angeliño,Off Target,19,Left Foot,,Riyad Mahrez,Pass (Live),Phil Foden,Pass (Live)
2019/20,15,Burnley,87,Riyad Mahrez,Goal,19,Right Foot,,Bernardo Silva,Pass (Live),,
2019/20,16,Man Utd,3,Kevin De Bruyne,Blocked,13,Left Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,16,Man Utd,7,David Silva,Blocked,9,Left Foot,,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble
2019/20,16,Man Utd,7,Kevin De Bruyne,Off Target,16,Right Foot,,Bernardo Silva,Pass (Live),David Silva,Shot
2019/20,16,Man Utd,13,Gabriel Jesus,Blocked,7,Right Foot,,Bernardo Silva,Pass (Live),David Silva,Pass (Live)
2019/20,16,Man Utd,19,Gabriel Jesus,Blocked,17,Right Foot,,Kevin De Bruyne,Pass (Live),Rodri,Pass (Live)
2019/20,16,Man Utd,25,Bernardo Silva,Blocked,13,Right Foot,,David Silva,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,16,Man Utd,25,Raheem Sterling,Blocked,9,Right Foot,,,,,
2019/20,16,Man Utd,33,Bernardo Silva,Blocked,23,Left Foot,,Kevin De Bruyne,Pass (Live),David Silva,Pass (Live)
2019/20,16,Man Utd,34,David Silva,Saved,24,Left Foot,,Rodri,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,16,Man Utd,38,Gabriel Jesus,Off Target,8,Head,Diving header,Kevin De Bruyne,Pass (Live),Rodri,Pass (Live)
2019/20,16,Man Utd,40,Kevin De Bruyne,Off Target,26,Right Foot,Free kick,Raheem Sterling,Fouled,John Stones,Pass (Live)
2019/20,16,Man Utd,43,David Silva,Saved,27,Left Foot,Free kick,Rodri,Fouled,Fernandinho,Pass (Live)
2019/20,16,Man Utd,47,Angeliño,Off Target,29,Left Foot,,Kyle Walker,Pass (Live),,
2019/20,16,Man Utd,55,Kevin De Bruyne,Blocked,11,Right Foot,,Rodri,Pass (Live),,
2019/20,16,Man Utd,64,Rodri,Saved,19,Right Foot,,Kevin De Bruyne,Pass (Live),Angeliño,Pass (Live)
2019/20,16,Man Utd,65,Raheem Sterling,Blocked,19,Right Foot,,David Silva,Pass (Live),Rodri,Pass (Live)
2019/20,16,Man Utd,65,Riyad Mahrez,Off Target,5,Left Foot,Half volley,Raheem Sterling,Shot,,
2019/20,16,Man Utd,73,Nicolás Otamendi,Off Target,5,Head,Diving header,David Silva,Pass (Live),Riyad Mahrez,Pass (Dead)
2019/20,16,Man Utd,76,Angeliño,Blocked,13,Left Foot,,David Silva,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,16,Man Utd,85,Nicolás Otamendi,Goal,6,Head,,Riyad Mahrez,Pass (Dead),,
2019/20,16,Man Utd,86,Riyad Mahrez,Saved,13,Left Foot,,İlkay Gündoğan,Pass (Live),,
2019/20,16,Man Utd,90+5,İlkay Gündoğan,Blocked,6,Left Foot,Half volley,Kevin De Bruyne,Pass (Live),Kevin De Bruyne,Dribble
2019/20,17,Arsenal,2,Kevin De Bruyne,Goal,15,Right Foot,Half volley,Gabriel Jesus,Pass (Live),Fernandinho,Pass (Live)
2019/20,17,Arsenal,15,Raheem Sterling,Goal,6,Left Foot,Half volley,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,17,Arsenal,22,İlkay Gündoğan,Off Target,29,Right Foot,Half volley,,,,
2019/20,17,Arsenal,40,Kevin De Bruyne,Goal,23,Left Foot,,Kevin De Bruyne,Fouled,Phil Foden,Pass (Live)
2019/20,17,Arsenal,43,Kevin De Bruyne,Saved to Post,26,Right Foot,,Phil Foden,Fouled,Phil Foden,Dribble
2019/20,17,Arsenal,45,Phil Foden,Blocked,9,Head,,Benjamin Mendy,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,17,Arsenal,52,Gabriel Jesus,Off Target,15,Right Foot,,Raheem Sterling,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,17,Arsenal,55,Kevin De Bruyne,Blocked,18,Left Foot,,İlkay Gündoğan,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,17,Arsenal,62,Gabriel Jesus,Saved,17,Left Foot,,,,,
2019/20,17,Arsenal,62,Raheem Sterling,Blocked,17,Right Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Shot
2019/20,17,Arsenal,75,Raheem Sterling,Blocked,24,Right Foot,,Bernardo Silva,Pass (Live),Nicolás Otamendi,Pass (Live)
2019/20,17,Arsenal,77,Kevin De Bruyne,Saved,25,Right Foot,,Rodri,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,17,Arsenal,86,Riyad Mahrez,Saved,8,Right Foot,,Raheem Sterling,Pass (Live),Gabriel Jesus,Pass (Live)
2019/20,17,Arsenal,90,Raheem Sterling,Off Target,14,Left Foot,,Kevin De Bruyne,Pass (Live),Gabriel Jesus,Pass (Live
2019/20,18,Leicester,3,İlkay Gündoğan,Off Target,28,Right Foot,,Riyad Mahrez,Pass (Live),Kevin De Bruyne,Pass (Live)
2019/20,18,Leicester,12,Riyad Mahrez,Blocked,14,Left Foot,,Kevin De Bruyne,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,18,Leicester,13,Riyad Mahrez,Wayward,21,Right Foot,,Bernardo Silva,Pass (Live),Bernardo Silva,Dribble
2019/20,18,Leicester,14,Kevin De Bruyne,Woodwork,21,Right Foot,,Riyad Mahrez,Pass (Live),Benjamin Mendy,Pass (Live)
2019/20,18,Leicester,15,Riyad Mahrez,Saved,16,Right Foot,Deflected,Kevin De Bruyne,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,18,Leicester,17,Gabriel Jesus,Saved,3,Left Foot,,Riyad Mahrez,Pass (Live),Riyad Mahrez,Dribble
2019/20,18,Leicester,17,Gabriel Jesus,Saved,8,Head,,Benjamin Mendy,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,18,Leicester,25,Raheem Sterling,Saved,2,Right Foot,,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,18,Leicester,30,Riyad Mahrez,Goal,21,Left Foot,Deflected,Benjamin Mendy,Pass (Live),Kyle Walker,Pass (Live)
2019/20,18,Leicester,36,Riyad Mahrez,Off Target,24,Left Foot,Free kick,Kevin De Bruyne,Fouled,Kevin De Bruyne,Dribble
2019/20,18,Leicester,37,Kevin De Bruyne,Blocked,16,Right Foot,,Raheem Sterling,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,18,Leicester,40,Kevin De Bruyne,Saved,21,Right Foot,,Raheem Sterling,Pass (Live),,
2019/20,18,Leicester,43,İlkay Gündoğan (pen),Goal,12,Right Foot,,Raheem Sterling,Fouled,Riyad Mahrez,Pass (Live)
2019/20,18,Leicester,54,Riyad Mahrez,Saved,18,Left Foot,,Raheem Sterling,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,18,Leicester,56,Raheem Sterling,Blocked,12,Right Foot,,Kyle Walker,Pass (Live),Riyad Mahrez,Pass (Live)
2019/20,18,Leicester,58,Riyad Mahrez,Off Target,14,Left Foot,Half volley,Benjamin Mendy,Pass (Live),İlkay Gündoğan,Pass (Live)
2019/20,18,Leicester,66,Riyad Mahrez,Saved,18,Left Foot,,Benjamin Mendy,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,18,Leicester,69,Gabriel Jesus,Goal,2,Left Foot,Open goal,Kevin De Bruyne,Pass (Live),Kevin De Bruyne,Dribble
2019/20,18,Leicester,73,Riyad Mahrez,Blocked,19,Left Foot,,İlkay Gündoğan,Pass (Live),,
2019/20,18,Leicester,74,Nicolás Otamendi,Off Target,5,Head,,Kevin De Bruyne,Pass (Dead),Riyad Mahrez,Shot
2019/20,18,Leicester,75,Kevin De Bruyne,Saved,17,Left Foot,,Benjamin Mendy,Pass (Live),Bernardo Silva,Pass (Live)
2019/20,18,Leicester,80,Riyad Mahrez,Blocked,10,Left Foot,,Riyad Mahrez,Dribble,Kevin De Bruyne,Pass (Live)
2019/20,18,Leicester,81,Gabriel Jesus,Saved,8,Right Foot,,Riyad Mahrez,Pass (Live),Rodri,Pass (Live)
2019/20,19,Wolves,25,Raheem Sterling (pen),Saved,12,Right Foot,,Riyad Mahrez,Fouled,Rodri,Pass (Live)
2019/20,19,Wolves,25,Raheem Sterling,Goal,6,Right Foot,Open goal,Raheem Sterling,Shot,,
2019/20,19,Wolves,29,Raheem Sterling,Off Target,15,Right Foot,Half volley,Fernandinho,Pass (Live),Rodri,Pass (Live)
2019/20,19,Wolves,50,Raheem Sterling,Goal,13,Right Foot,Lob,Kevin De Bruyne,Pass (Live),Rodri,Pass (Live)
2019/20,19,Wolves,66,Kevin De Bruyne,Off Target,21,Right Foot,,Benjamin Mendy,Pass (Live),Raheem Sterling,Pass (Live)
2019/20,19,Wolves,90+1,Bernardo Silva,Blocked,21,Right Foot,Half volley,İlkay Gündoğan,Pass (Live),Kyle Walker,Pass (Live)
2019/20,19,Wolves,90+3,Raheem Sterling,Woodwork,22,Right Foot,Free kick,Raheem Sterling,Fouled,,